CodOrgSuperior;OrgSuperior;OrgSubordinado;UnidadeGestora;Data;Favorecido;Valor
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;2 BATALHAO DE ENGENHARIA DE CONSTRUCAO;30/06/2017;JOAQUIM BRASIL MACHADO - ME [RESTAURANTE E POUSADA ESPACO MIL];22.95
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO;12/09/2017;HOTEL COLINAS LTDA [HOTEL COLINAS];20
30000;MINISTERIO DA JUSTICA E SEGURAN�A PUBLICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA;27/11/2017;C3 PARKING ESTACIONAMENTOS LTDA [AUTOVAGAS HOTEL IBIS BUDGET SAO PAULO];20
30000;MINISTERIO DA JUSTICA E SEGURAN�A PUBLICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA;26/11/2017;C3 PARKING ESTACIONAMENTOS LTDA [AUTOVAGAS HOTEL IBIS BUDGET SAO PAULO];20
30000;MINISTERIO DA JUSTICA E SEGURAN�A PUBLICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA;28/11/2017;C3 PARKING ESTACIONAMENTOS LTDA [AUTOVAGAS HOTEL IBIS BUDGET SAO PAULO];20
30000;MINISTERIO DA JUSTICA E SEGURAN�A PUBLICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA;27/11/2017;C3 PARKING ESTACIONAMENTOS LTDA [AUTOVAGAS HOTEL IBIS BUDGET SAO PAULO];20
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG;UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG;18/09/2017;SULTOTAL COMERCIO DE PRODUTOS DE HOTELARIA LTDA - ME [SULTOTAL];19.8
36000;MINISTERIO DA SAUDE;FUNDACAO NACIONAL DE SAUDE;FUNDACAO NACIONAL DE SAUDE - RN;31/03/2017;MV COMERCIO DE PRODUTOS PARA HOTEIS E RESTAURANTES LTDA - ME [MULTIBAR];18
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;COMISSAO NACIONAL DE ENERGIA NUCLEAR - CNEN;COMISSAO NACIONAL DE ENERGIA NUCLEAR-SEDE;30/06/2017;HOTEL EXPRESS LTDA - EPP [HOTEL EXPRESS];15
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ;14/11/2017;HARAOUI HOTELARIA - EIRELI - EPP [GETULLIO HOTEL];15
28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;INSTIT.NAC. DE METROL. QUALID. E TECNOLOGIA;SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS;13/12/2017;HOTEL ELEVADO LTDA [HOTEL ELEVADO];15
32000;MINISTERIO DE MINAS E ENERGIA;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;10/01/2017;BHG S.A. - BRAZIL HOSPITALITY GROUP [HOTEL GOLDEN TULIP REGENTE];14
32000;MINISTERIO DE MINAS E ENERGIA;DEPARTAMENTO NACIONAL DE PRODUCAO MINERAL;SUPERINTEND�NCIA DO DNPM-RS;14/06/2017;CITHOS TURISMO HOTELARIA E SERVICOS EIRELI;12
32000;MINISTERIO DE MINAS E ENERGIA;DEPARTAMENTO NACIONAL DE PRODUCAO MINERAL;SUPERINTEND�NCIA DO DNPM-RS;26/09/2017;CITHOS TURISMO HOTELARIA E SERVICOS EIRELI;12
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;9 BATALHAO DE ENGENHARIA DE CONSTRUCAO;19/07/2017;M. R. DA SILVA GOMES - ME [HOTEL NOVO SOL];11
32000;MINISTERIO DE MINAS E ENERGIA;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;29/03/2017;GOMES VALADARES & DAL SANTOS DE SOUZA LTDA - ME [HOTEL E RESTAURANTE AMAZONAS];8
32000;MINISTERIO DE MINAS E ENERGIA;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;24/10/2017;HOTEL E REST. CONEXAO;8
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;BASE ADMINISTRATIVA DO CMDO DE OP ESPECIAIS;05/06/2017;RODRIGUES & GOMES POUSADA E TURISMO RURAL LTDA - ME [POUSADA PANTANEIRA FOZ DO RIO APA];7
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DO PARA;UNIVERSIDADE FEDERAL DO PARA;10/10/2017;HOTEL RIO PARNAIBA LTDA [HOTEL RIO PARNAIBA];1
